Purchase_Frequency,Average_Order_Value,Anomaly
15,193.51,1
19,43.02,1
1,60.89,1
4,43.57,1
3,127.98,1
9,31.16,1
6,115.35,1
17,188.22,1
15,67.63,1
14,114.47,1
17,134.69,1
7,138.12,1
14,184.75,1
6,27.31,1
2,48.95,1
13,177.69,1
15,131.07,1
7,45.72,1
14,69.88,1
10,71.21,1
16,56.47,1
8,140.64,1
1,142.85,1
2,134.9,1
18,146.08,1
2,26.67,-1
3,182.36,1
16,135.98,1
15,92.26,1
7,112.63,1
11,167.62,1
18,23.49,-1
13,102.55,1
13,54.33,1
5,113.9,1
2,143.65,1
5,68.89,1
1,115.25,1
7,184.38,1
2,82.68,1
3,25.96,1
13,50.59,1
13,185.4,1
4,87.31,1
16,142.13,1
13,121.42,1
3,154.1,1
19,30.64,-1
8,96.32,1
10,69.21,1
4,55.14,1
14,82.17,1
5,115.84,1
12,87.28,1
19,180.59,1
6,187.24,1
14,123.65,1
16,183.66,1
7,126.64,1
2,126.08,1
1,56.67,1
3,53.45,1
8,59.46,1
7,175.4,1
15,145.34,1
13,98.68,1
9,66.54,1
10,124.8,1
14,108.26,1
19,45.84,1
12,91.15,1
7,176.82,1
4,94.71,1
18,134.3,1
1,160.04,1
1,197.81,-1
2,129.56,1
9,120.04,1
17,129.64,1
2,67.75,1
1,133.04,1
1,186.1,-1
15,118.67,1
11,141.87,1
5,182.07,1
10,95.28,1
10,165.63,1
12,47.2,1
17,195.02,-1
2,143.97,1
13,177.29,1
13,71.56,1
7,46.21,1
11,145.89,1
19,99.58,1
5,32.25,1
1,43.21,1
3,82.32,1
8,88.24,1
16,136.17,1
16,153.79,1
13,168.06,1
3,153.04,1
14,181.69,1
18,140.38,1
11,25.53,1
3,105.04,1
11,88.06,1
5,100.03,1
19,182.28,1
12,36.83,1
2,124.71,1
12,170.9,1
8,83.74,1
12,149.53,1
1,66.84,1
11,129.49,1
8,137.02,1
3,29.69,1
5,96.25,1
13,114.49,1
17,39.53,1
8,64.63,1
10,59.37,1
3,199.2,-1
16,34.47,1
7,123.85,1
7,48.6,1
12,157.03,1
1,44.37,1
18,49.45,1
13,123.53,1
15,168.15,1
8,132.71,1
15,87.55,1
6,132.88,1
4,80.99,1
5,59.16,1
10,177.2,1
11,90.93,1
16,106.48,1
17,181.73,1
2,135.14,1
12,123.99,1
19,105.96,1
6,168.46,1
6,156.04,1
18,198.49,-1
3,168.28,1
19,24.13,-1
18,20.07,-1
9,39.12,1
6,99.61,1
1,152.62,1
2,150.7,1
4,141.08,1
4,151.33,1
12,177.68,1
3,178.24,1
5,121.53,1
4,186.57,1
8,31.73,1
4,33.28,1
15,39.68,1
3,161.96,1
4,106.8,1
18,182.99,1
14,158.81,1
19,136.77,1
10,30.08,1
12,190.22,1
11,107.8,1
18,34.6,1
15,194.9,1
14,133.08,1
6,70.49,1
4,191.15,1
6,192.34,1
16,32.6,1
18,41.25,1
9,178.34,1
11,103.59,1
4,140.78,1
17,198.5,-1
18,158.65,1
16,45.81,1
6,34.65,1
11,116.59,1
13,197.75,1
13,178.66,1
2,94.38,1
4,26.79,1
1,54.98,1
5,183.47,1
14,93.97,1
5,118.45,1
6,198.98,-1
8,20.1,-1
1,72.5,1
16,53.1,1
10,22.16,1
6,173.19,1
16,47.91,1
8,149.47,1
13,140.6,1
7,116.84,1
2,139.11,1
15,73.79,1
17,168.46,1
18,92.29,1
10,135.92,1
11,73.62,1
1,142.93,1
11,197.85,1
1,121.09,1
14,171.25,1
8,43.03,1
19,121.69,1
16,112.86,1
10,31.87,1
12,38.6,1
17,96.81,1
2,135.16,1
9,36.85,1
8,140.31,1
1,102.27,1
5,127.66,1
15,138.68,1
16,164.92,1
10,170.54,1
3,51.47,1
8,197.85,1
11,104.3,1
10,103.97,1
19,169.47,1
6,65.82,1
3,61.29,1
4,84.71,1
3,185.01,1
5,184.58,1
3,107.41,1
17,149.55,1
18,100.79,1
16,192.08,1
2,174.55,1
7,45.19,1
13,79.11,1
5,67.58,1
14,122.98,1
11,186.93,1
18,65.14,1
15,147.24,1
5,139.8,1
13,192.68,1
12,180.32,1
3,186.53,1
1,73.17,1
14,97.0,1
7,186.92,1
8,78.78,1
10,66.05,1
19,69.57,1
6,110.41,1
14,114.08,1
1,53.93,1
8,65.54,1
12,93.58,1
18,84.08,1
2,132.56,1
8,101.9,1
1,178.13,-1
3,92.17,1
2,191.16,-1
4,111.45,1
5,182.24,1
19,36.89,-1
7,112.09,1
12,91.65,1
10,148.33,1
17,129.59,1
6,156.25,1
15,57.69,1
19,138.34,1
10,41.8,1
2,70.73,1
11,149.33,1
8,38.53,1
10,172.99,1
18,131.67,1
6,23.15,1
2,47.77,1
15,73.5,1
12,101.46,1
19,82.1,1
4,124.7,1
10,84.46,1
7,51.05,1
19,160.66,1
14,65.21,1
2,64.92,1
16,140.96,1
18,55.4,1
13,135.42,1
14,171.89,1
16,55.63,1
14,53.86,1
16,63.08,1
13,123.76,1
7,31.25,1
11,101.67,1
10,137.46,1
10,94.48,1
5,65.16,1
15,78.58,1
12,167.31,1
15,101.68,1
17,120.86,1
15,118.09,1
12,74.7,1
7,191.23,1
1,150.75,1
19,125.18,1
9,80.56,1
13,178.63,1
2,114.18,1
15,195.46,1
7,152.24,1
4,93.31,1
6,165.65,1
14,198.31,1
12,183.94,1
18,123.66,1
3,154.56,1
5,189.85,1
15,88.87,1
4,163.18,1
9,171.78,1
10,150.33,1
19,44.73,1
19,49.37,1
8,164.12,1
1,38.25,-1
2,120.74,1
16,42.41,1
3,146.39,1
3,189.43,1
10,133.67,1
16,25.88,1
12,110.04,1
12,163.45,1
16,184.18,1
18,24.12,-1
11,187.83,1
5,89.64,1
7,155.41,1
11,161.54,1
15,112.05,1
2,154.5,1
5,181.25,1
14,124.39,1
13,124.38,1
8,158.33,1
3,119.46,1
12,57.75,1
6,156.35,1
10,129.74,1
18,75.02,1
15,58.34,1
18,82.03,1
8,121.99,1
12,33.64,1
1,124.94,1
13,49.47,1
14,145.46,1
18,179.7,1
2,172.83,1
16,151.62,1
13,166.48,1
13,143.3,1
14,156.2,1
6,63.3,1
11,45.72,1
3,119.01,1
12,117.87,1
16,119.65,1
15,86.82,1
11,169.76,1
3,177.87,1
9,95.38,1
1,94.67,1
1,120.7,1
18,151.38,1
10,128.41,1
14,25.51,1
18,29.52,1
11,134.68,1
4,188.26,1
5,24.65,1
16,105.13,1
3,91.05,1
4,22.14,-1
2,199.48,-1
2,140.3,1
2,77.97,1
1,77.97,1
3,95.86,1
12,128.36,1
14,197.64,1
15,79.91,1
14,79.97,1
13,51.39,1
15,136.22,1
5,23.07,1
1,193.85,-1
7,143.05,1
10,35.83,1
7,180.49,1
11,39.46,1
9,139.83,1
13,173.29,1
15,64.83,1
1,75.41,1
18,165.8,1
17,190.78,1
9,49.58,1
7,43.07,1
6,186.21,1
13,28.51,1
11,152.77,1
5,162.9,1
14,29.26,1
12,129.15,1
1,112.26,1
9,89.03,1
17,184.85,1
11,65.82,1
6,103.78,1
8,34.95,1
12,134.51,1
16,184.17,1
5,166.06,1
13,173.91,1
10,153.79,1
5,183.15,1
14,129.78,1
11,163.85,1
14,175.3,1
17,106.58,1
15,151.56,1
4,107.07,1
3,119.57,1
8,93.96,1
13,150.54,1
17,188.86,1
19,116.71,1
7,89.87,1
4,78.74,1
4,180.85,1
17,111.78,1
3,51.63,1
9,124.05,1
14,88.42,1
17,155.64,1
1,155.64,1
13,115.34,1
13,97.51,1
7,65.69,1
8,69.29,1
5,169.29,1
15,158.69,1
1,77.09,1
12,28.04,1
7,140.78,1
9,93.94,1
1,151.54,1
5,191.7,1
14,148.42,1
19,40.58,1
2,79.64,1
9,89.5,1
17,106.18,1
13,151.09,1
17,39.03,1
19,145.99,1
1,162.25,1
4,80.19,1
15,102.71,1
5,161.07,1
16,93.18,1
15,46.98,1
4,81.47,1
12,155.92,1
19,86.57,1
8,147.31,1
16,144.24,1
17,139.08,1
18,155.88,1
6,186.27,1
15,131.27,1
9,72.58,1
1,55.32,1
1,162.74,1
9,155.07,1
8,33.6,1
19,195.91,-1
14,81.17,1
2,45.99,1
2,33.22,1
14,90.31,1
1,121.58,1
8,92.1,1
7,60.46,1
9,127.54,1
3,87.46,1
10,177.53,1
1,147.71,1
5,150.69,1
18,27.82,1
19,65.8,1
4,140.16,1
7,83.33,1
17,98.08,1
11,47.55,1
12,154.78,1
15,127.33,1
14,132.97,1
17,103.33,1
17,146.87,1
5,142.15,1
5,179.13,1
7,152.07,1
13,82.36,1
18,190.43,1
5,189.06,1
12,31.46,1
14,71.62,1
12,199.02,1
7,108.88,1
1,21.15,-1
8,196.54,1
3,122.58,1
13,105.86,1
2,73.24,1
16,119.53,1
2,73.59,1
10,80.4,1
4,80.56,1
17,39.91,1
15,198.89,1
8,186.83,1
17,60.26,1
11,174.63,1
14,49.38,1
7,170.7,1
13,147.93,1
18,145.75,1
4,134.0,1
18,151.36,1
11,24.98,1
18,28.35,1
10,124.27,1
13,36.82,1
5,150.47,1
13,37.39,1
3,106.17,1
18,60.31,1
1,174.0,-1
14,74.78,1
16,54.27,1
14,87.27,1
3,158.24,1
6,77.39,1
19,110.18,1
2,149.11,1
12,192.85,1
5,192.58,1
11,171.0,1
2,61.03,1
19,164.89,1
13,48.04,1
4,129.66,1
1,190.57,-1
1,125.69,1
15,53.53,1
8,135.69,1
9,124.32,1
13,40.86,1
17,61.66,1
7,121.0,1
13,194.88,1
4,169.64,1
1,96.89,1
15,171.32,1
8,34.43,1
3,149.21,1
15,42.0,1
18,21.19,-1
16,58.23,1
16,166.98,1
4,51.34,1
8,105.84,1
16,112.36,1
15,163.89,1
4,47.52,1
2,143.78,1
11,41.0,1
2,158.47,1
8,32.21,1
3,171.82,1
17,66.06,1
1,122.76,1
7,81.82,1
1,88.8,1
1,122.36,1
1,137.86,1
8,101.16,1
12,127.15,1
2,191.61,-1
16,134.67,1
11,172.29,1
18,24.25,-1
11,159.16,1
7,101.51,1
11,40.74,1
10,70.23,1
8,100.67,1
12,131.54,1
11,158.73,1
1,110.33,1
1,161.12,1
3,107.96,1
3,134.41,1
19,77.63,1
13,93.31,1
14,146.14,1
18,79.33,1
19,82.49,1
3,43.38,1
11,124.46,1
10,114.44,1
12,153.3,1
8,78.15,1
13,192.91,1
13,139.28,1
11,103.16,1
7,97.68,1
16,81.11,1
19,145.9,1
14,180.63,1
19,157.18,1
9,165.32,1
16,165.02,1
1,184.76,-1
12,165.23,1
18,98.36,1
18,102.88,1
19,149.35,1
6,105.12,1
5,133.27,1
12,105.36,1
15,159.23,1
11,78.58,1
19,61.63,1
15,192.01,1
3,153.17,1
2,143.46,1
19,128.9,1
8,76.58,1
10,37.69,1
15,166.44,1
6,60.35,1
9,197.69,1
8,24.24,1
1,80.53,1
14,138.58,1
5,153.4,1
17,24.25,1
10,85.08,1
2,128.09,1
5,157.24,1
9,27.05,1
4,82.24,1
3,83.09,1
10,129.27,1
3,73.12,1
2,97.45,1
6,161.4,1
5,112.41,1
16,195.78,1
11,71.77,1
7,42.62,1
15,37.84,1
17,111.81,1
5,80.77,1
4,162.77,1
17,90.88,1
2,67.64,1
12,156.3,1
17,49.15,1
8,192.97,1
5,86.71,1
14,23.88,1
9,167.37,1
15,147.35,1
4,121.46,1
2,55.22,1
18,40.36,1
8,107.43,1
8,44.66,1
12,180.93,1
12,35.28,1
15,80.47,1
1,193.96,-1
2,64.2,1
13,159.04,1
1,158.25,1
1,94.19,1
3,126.97,1
16,70.2,1
6,96.11,1
17,61.04,1
10,36.11,1
2,96.64,1
19,178.7,1
16,53.75,1
6,105.98,1
12,74.1,1
1,167.22,1
6,58.65,1
8,167.69,1
1,173.01,1
6,147.19,1
19,142.13,1
2,62.81,1
17,124.71,1
12,155.7,1
13,96.82,1
13,63.34,1
1,137.14,1
18,92.0,1
15,73.63,1
4,126.72,1
19,109.85,1
4,70.17,1
11,33.64,1
16,25.25,1
12,55.44,1
12,93.96,1
1,70.27,1
8,194.62,1
1,40.45,1
7,53.15,1
8,74.68,1
12,62.93,1
15,197.12,1
8,54.14,1
18,176.62,1
7,45.54,1
14,107.19,1
6,75.43,1
13,121.37,1
18,47.78,1
10,172.2,1
10,95.25,1
6,65.28,1
2,48.39,1
11,62.24,1
11,78.76,1
17,52.59,1
12,43.58,1
16,185.38,1
2,79.87,1
7,150.57,1
16,192.73,1
19,139.51,1
10,76.21,1
9,80.83,1
13,96.02,1
11,194.22,1
7,143.84,1
9,70.1,1
1,155.73,1
10,142.47,1
15,85.83,1
2,23.43,-1
4,174.43,1
16,58.05,1
13,29.21,1
10,80.79,1
19,120.79,1
17,111.32,1
13,198.74,1
15,170.94,1
3,38.41,1
12,168.27,1
4,91.7,1
2,121.27,1
18,120.7,1
1,116.36,1
17,93.43,1
9,130.15,1
17,199.59,-1
12,91.26,1
10,63.03,1
2,53.8,1
3,28.26,1
10,48.59,1
2,74.98,1
13,59.51,1
18,97.73,1
12,129.57,1
4,68.84,1
17,44.09,1
13,175.45,1
5,98.88,1
2,164.99,1
15,104.4,1
6,25.3,1
16,62.07,1
1,109.72,1
3,32.86,1
9,188.11,1
9,181.4,1
13,128.82,1
14,181.77,1
16,160.09,1
4,25.1,1
4,34.56,1
3,123.27,1
7,131.68,1
19,24.34,-1
19,83.7,1
1,34.14,-1
2,189.33,1
3,139.53,1
14,84.55,1
14,112.34,1
17,53.54,1
15,115.11,1
15,24.66,1
4,60.45,1
9,139.55,1
17,176.61,1
14,69.55,1
14,153.21,1
15,179.97,1
1,194.62,-1
5,138.95,1
15,182.82,1
18,198.58,-1
9,175.5,1
15,85.46,1
16,95.97,1
6,145.1,1
1,31.09,-1
8,193.69,1
6,20.78,-1
7,20.81,-1
17,65.78,1
4,78.19,1
10,122.47,1
5,172.26,1
17,53.09,1
10,173.94,1
2,36.4,1
5,51.6,1
9,126.2,1
5,46.91,1
13,105.92,1
16,194.23,1
16,27.86,1
12,71.03,1
11,184.65,1
3,41.26,1
1,127.43,1
7,22.49,1
13,175.09,1
16,22.31,1
14,171.45,1
16,144.82,1
1,141.81,1
17,125.27,1
15,173.47,1
10,174.99,1
8,142.54,1
2,28.13,-1
7,178.82,1
6,145.33,1
15,99.16,1
12,80.7,1
15,62.23,1
9,167.58,1
6,62.3,1
15,90.21,1
15,99.92,1
10,197.87,1
18,59.8,1
15,91.66,1
12,170.24,1
11,124.78,1
18,141.2,1
16,27.82,1
1,39.57,1
10,22.55,1
15,163.6,1
3,79.14,1
7,188.99,1
14,168.97,1
19,137.99,1
8,41.95,1
6,73.37,1
4,54.42,1
9,156.75,1
12,28.97,1
12,136.72,1
11,139.7,1
15,66.5,1
17,84.92,1
6,180.97,1
6,196.81,1
11,180.42,1
3,104.94,1
9,182.05,1
8,100.57,1
9,188.65,1
17,105.36,1
4,194.65,1
12,26.04,1
19,70.64,1
11,51.97,1
8,140.1,1
7,121.06,1
3,157.04,1
18,159.97,1
15,105.88,1
8,193.64,1
12,156.54,1
17,104.41,1
6,28.91,1
10,178.24,1
16,146.42,1
18,92.57,1
3,130.0,1
2,199.46,-1
9,162.74,1
13,108.32,1
2,53.17,1
1,185.93,-1
16,172.94,1
16,96.62,1
19,38.51,-1
13,183.18,1
7,188.56,1
13,67.77,1
8,81.82,1
16,164.63,1
14,143.14,1
19,104.39,1
7,66.98,1
11,116.48,1
5,67.41,1
2,183.51,1
4,111.33,1
18,136.44,1
17,36.69,1
6,65.87,1
6,41.96,1
8,188.71,1
2,164.86,1
12,154.36,1
17,174.54,1
7,132.81,1
13,75.84,1
5,116.36,1
2,50.52,1
7,43.39,1
5,100.84,1
10,52.59,1
18,75.22,1
9,64.23,1
12,36.12,1
9,81.12,1
9,186.19,1
9,190.34,1
7,84.69,1
19,22.7,-1
8,148.03,1
11,139.49,1
16,103.36,1
6,150.15,1
11,68.21,1
15,72.7,1
10,54.16,1
11,35.74,1
7,89.22,1
9,27.15,1
9,106.51,1
4,170.72,1
8,123.13,1
15,91.54,1
15,184.88,1
11,109.93,1
18,105.75,1
7,80.55,1
18,148.57,1
8,58.42,1
6,80.24,1
10,41.86,1
16,168.3,1
5,197.66,1
11,46.64,1
4,140.69,1
1,67.65,1
14,180.62,1
10,104.35,1
4,139.11,1
7,103.36,1
9,76.62,1
11,188.83,1
4,107.49,1
11,123.63,1
17,38.75,1
18,163.06,1
6,54.73,1
6,99.15,1
12,172.55,1
13,137.12,1
5,192.51,1
3,181.31,1
11,99.24,1
11,82.62,1
7,52.44,1
17,52.03,1
8,120.59,1
10,76.02,1
10,105.23,1
10,123.73,1
7,48.69,1
17,69.71,1
16,137.39,1
3,129.84,1
13,151.48,1
3,166.26,1
11,40.54,1
1,162.56,1
9,43.92,1
7,79.63,1
10,87.42,1
19,159.55,1
7,29.44,1
2,98.62,1
5,179.0,1
12,132.1,1
8,192.27,1
2,122.1,1
5,118.81,1
10,124.23,1
6,26.81,1
16,43.58,1
12,181.76,1
14,144.17,1
4,124.36,1
7,57.71,1
8,108.79,1
5,136.93,1
2,138.25,1
1,76.68,1
13,91.0,1
19,29.14,-1
16,78.47,1
3,70.68,1
6,176.3,1
19,35.2,-1
18,191.6,1
5,136.32,1
11,70.56,1
1,115.6,1
17,38.58,1
1,29.89,-1
7,142.56,1
1,103.57,1
17,22.35,1
7,98.52,1
4,38.03,1
7,93.33,1
11,164.08,1
19,164.46,1
13,57.23,1
19,122.08,1
17,126.33,1
15,71.97,1
17,44.25,1
7,187.48,1
13,27.43,1
5,24.33,1
8,40.34,1
7,195.82,1
10,21.41,-1
10,93.01,1
4,53.56,1
8,159.43,1
11,123.61,1
14,34.24,1
14,40.84,1
14,76.41,1
15,186.88,1
5,129.61,1
16,43.66,1
5,181.25,1
8,64.71,1
18,135.73,1
9,65.63,1
18,27.98,1
16,177.99,1
9,31.69,1
7,21.38,1
16,168.11,1
16,67.89,1
4,161.99,1
8,93.12,1
2,28.23,-1
11,179.02,1
15,187.49,1
6,48.67,1
1,125.25,1
15,177.32,1
1,139.6,1
6,93.16,1
5,45.52,1
13,27.58,1
17,31.64,1
1,90.91,1
4,70.91,1
7,132.85,1
9,56.87,1
9,77.5,1
10,68.44,1
14,179.19,1
16,28.75,1
17,183.38,1
11,71.36,1
17,157.3,1
2,60.91,1
19,171.73,1
14,29.96,1
2,176.83,1
14,120.13,1
4,116.4,1
16,141.97,1
19,88.39,1
14,131.77,1
16,71.16,1
16,110.03,1
7,35.92,1
4,129.76,1
9,191.23,1
2,160.35,1
14,20.09,-1
12,166.96,1
1,102.32,1
3,168.02,1
5,56.37,1
18,27.7,1
2,162.59,1
3,123.55,1
10,95.36,1
1,185.03,-1
3,196.39,-1
1,63.54,1
3,24.25,-1
5,146.59,1
10,96.36,1
8,173.99,1
1,45.25,1
11,47.78,1
6,184.6,1
9,58.36,1
19,156.11,1
10,152.39,1
17,66.8,1
4,48.9,1
15,154.72,1
8,35.07,1
3,186.5,1
19,51.2,1
12,48.43,1
4,125.77,1
3,169.47,1
6,77.93,1
13,156.15,1
15,75.84,1
2,21.06,-1
4,93.56,1
4,170.13,1
7,99.31,1
14,55.83,1
8,42.57,1
1,29.63,-1
10,34.93,1
7,113.76,1
14,197.06,1
1,146.97,1
3,115.82,1
16,74.42,1
1,156.75,1
3,82.07,1
3,130.36,1
3,123.62,1
6,95.1,1
4,142.58,1
14,71.28,1
3,109.6,1
3,68.08,1
9,26.63,1
1,85.94,1
19,105.6,1
1,182.8,-1
9,105.81,1
1,185.31,-1
8,38.58,1
7,184.38,1
10,151.17,1
5,83.34,1
14,79.09,1
5,31.4,1
7,52.33,1
10,154.97,1
7,39.89,1
13,95.1,1
15,120.69,1
18,22.59,-1
6,32.72,1
6,179.71,1
18,195.21,-1
18,198.13,-1
19,132.76,1
10,99.89,1
15,67.86,1
4,188.21,1
3,196.2,-1
1,114.42,1
15,193.0,1
10,67.27,1
11,122.23,1
18,152.36,1
16,176.79,1
5,96.31,1
10,37.48,1
8,23.03,1
17,25.3,1
2,66.32,1
18,180.36,1
3,88.65,1
4,23.11,1
12,173.87,1
8,64.62,1
12,189.84,1
15,98.86,1
5,22.53,1
18,148.58,1
19,192.77,-1
12,76.91,1
2,39.05,1
1,198.25,-1
15,103.81,1
7,96.18,1
18,104.97,1
13,119.0,1
1,153.1,1
1,21.79,-1
14,29.27,1
14,183.57,1
13,53.38,1
13,90.89,1
5,82.05,1
15,30.77,1
7,86.21,1
18,186.73,1
8,179.31,1
2,187.83,1
16,129.12,1
3,83.97,1
8,103.59,1
1,139.63,1
11,145.13,1
2,84.89,1
18,39.45,1
16,161.76,1
18,174.27,1
7,80.84,1
2,149.74,1
1,129.83,1
17,52.91,1
12,32.87,1
9,163.6,1
16,84.63,1
6,117.89,1
9,26.86,1
5,188.46,1
4,170.37,1
19,25.21,-1
7,70.14,1
4,95.85,1
5,135.11,1
6,57.76,1
5,35.37,1
12,73.03,1
1,115.08,1
7,136.22,1
1,142.47,1
4,191.8,1
13,66.77,1
11,94.21,1
13,196.4,1
9,122.98,1
14,161.64,1
12,47.68,1
11,46.24,1
8,172.99,1
10,150.16,1
9,50.74,1
3,178.55,1
8,153.99,1
14,51.47,1
18,183.7,1
14,164.16,1
5,194.57,1
15,25.3,1
5,151.92,1
19,36.97,-1
1,119.92,1
8,158.43,1
5,89.25,1
5,197.75,1
13,190.37,1
2,42.79,1
12,161.2,1
11,25.35,1
6,146.31,1
2,133.64,1
19,131.02,1
11,181.37,1
19,149.97,1
3,100.91,1
19,128.38,1
11,125.76,1
8,57.45,1
1,139.98,1
11,61.76,1
12,73.93,1
12,64.4,1
9,177.64,1
5,182.1,1
16,161.12,1
17,66.95,1
12,112.68,1
9,61.64,1
16,98.78,1
5,169.9,1
3,87.76,1
5,29.25,1
4,168.58,1
15,70.35,1
16,178.94,1
5,159.14,1
9,100.74,1
13,113.55,1
7,112.7,1
17,114.95,1
3,198.59,-1
12,98.44,1
9,171.06,1
5,83.7,1
11,87.42,1
11,164.06,1
3,21.88,-1
7,21.72,1
14,170.78,1
10,139.84,1
1,156.51,1
1,133.7,1
5,27.86,1
17,144.11,1
11,154.93,1
6,140.46,1
19,191.31,-1
3,147.66,1
16,166.91,1
17,49.6,1
9,183.66,1
8,128.76,1
10,37.52,1
1,122.85,1
7,161.61,1
6,147.02,1
19,163.67,1
15,31.01,1
14,171.89,1
4,57.64,1
14,166.49,1
4,63.54,1
12,197.72,1
11,149.11,1
12,135.05,1
2,194.49,-1
2,132.71,1
2,167.83,1
15,136.98,1
9,62.36,1
5,149.28,1
7,24.0,1
2,56.47,1
15,149.9,1
8,80.6,1
16,76.44,1
19,116.57,1
10,87.77,1
5,155.7,1
19,142.91,1
10,88.6,1
10,102.99,1
4,197.67,-1
5,52.43,1
3,147.43,1
9,103.56,1
2,178.76,1
15,146.13,1
4,97.56,1
8,183.4,1
13,53.54,1
11,32.13,1
2,88.93,1
6,110.97,1
5,51.2,1
14,101.8,1
13,167.98,1
13,121.05,1
4,136.14,1
5,45.21,1
6,142.03,1
5,193.63,1
15,114.86,1
1,165.12,1
11,162.47,1
12,169.18,1
10,132.85,1
14,165.4,1
6,70.7,1
8,48.25,1
17,147.38,1
19,27.96,-1
9,169.03,1
19,113.89,1
13,72.97,1
1,147.26,1
7,142.27,1
3,40.48,1
16,152.94,1
13,100.93,1
14,108.92,1
6,40.58,1
7,52.05,1
2,90.92,1
16,52.51,1
9,154.61,1
6,168.72,1
5,150.74,1
16,95.78,1
5,34.55,1
17,62.26,1
1,37.08,-1
4,50.33,1
9,143.67,1
15,183.1,1
17,170.85,1
8,88.8,1
18,151.26,1
7,135.68,1
13,31.12,1
5,77.77,1
14,172.11,1
8,130.9,1
5,125.6,1
18,186.42,1
1,84.74,1
17,45.41,1
17,69.21,1
14,169.15,1
11,136.56,1
18,47.72,1
15,128.97,1
7,34.6,1
2,106.68,1
1,120.43,1
9,119.7,1
15,84.59,1
11,32.42,1
16,172.96,1
14,59.2,1
16,50.38,1
13,127.51,1
14,127.09,1
5,38.11,1
13,126.18,1
1,57.98,1
19,189.85,-1
14,20.64,-1
6,181.69,1
11,154.18,1
4,125.44,1
3,94.85,1
17,80.31,1
9,101.56,1
14,69.15,1
8,44.65,1
8,100.78,1
2,56.97,1
17,131.09,1
6,158.07,1
13,166.35,1
11,67.78,1
6,148.36,1
15,72.86,1
9,180.47,1
19,116.63,1
2,69.95,1
3,67.2,1
10,66.24,1
9,105.68,1
2,50.89,1
10,136.44,1
19,165.98,1
9,164.17,1
8,160.72,1
10,125.75,1
12,157.46,1
12,169.82,1
16,39.06,1
5,129.2,1
13,174.89,1
17,189.36,1
19,167.33,1
1,103.31,1
13,113.17,1
1,188.03,-1
18,92.59,1
2,121.02,1
19,80.51,1
5,86.34,1
11,178.89,1
13,134.16,1
17,73.85,1
8,82.58,1
4,62.09,1
10,148.51,1
5,65.3,1
13,142.82,1
5,184.1,1
19,139.38,1
9,73.92,1
19,94.77,1
3,153.91,1
9,59.16,1
5,139.96,1
19,130.21,1
11,80.57,1
6,112.21,1
4,177.83,1
1,178.39,-1
5,137.92,1
15,141.97,1
8,66.58,1
13,41.99,1
5,167.51,1
4,39.59,1
6,68.44,1
10,180.06,1
19,23.34,-1
6,93.34,1
8,196.86,1
7,112.34,1
19,93.52,1
7,195.79,1
5,53.95,1
8,120.91,1
16,168.87,1
7,176.02,1
8,158.14,1
16,171.23,1
13,42.37,1
7,116.71,1
1,70.56,1
5,129.3,1
13,83.27,1
4,122.33,1
14,170.06,1
7,57.4,1
18,56.78,1
7,51.9,1
13,58.01,1
10,72.56,1
16,170.17,1
3,119.23,1
1,86.83,1
9,84.72,1
16,171.59,1
2,49.92,1
17,32.53,1
10,84.96,1
19,49.89,1
12,86.06,1
18,170.44,1
9,171.34,1
18,27.89,1
15,80.56,1
2,122.03,1
16,98.24,1
17,163.15,1
2,68.48,1
18,37.43,1
4,114.18,1
10,149.61,1
10,178.6,1
16,180.31,1
14,99.02,1
11,63.63,1
7,124.73,1
2,130.72,1
8,37.66,1
17,82.96,1
6,36.81,1
19,156.93,1
13,87.24,1
8,51.18,1
15,185.26,1
9,97.6,1
1,90.87,1
15,134.26,1
17,174.33,1
6,199.72,-1
15,23.7,1
1,176.27,-1
19,195.19,-1
9,108.86,1
14,31.77,1
12,194.84,1
17,189.81,1
3,74.76,1
8,100.46,1
3,22.6,-1
6,35.48,1
14,112.31,1
11,39.88,1
9,144.2,1
13,182.44,1
9,78.66,1
11,130.29,1
3,124.32,1
12,115.18,1
3,112.5,1
1,40.31,1
15,137.93,1
9,90.67,1
2,67.48,1
14,158.68,1
9,62.46,1
11,161.43,1
9,199.16,1
18,191.37,1
4,104.17,1
18,42.79,1
4,85.55,1
9,194.47,1
11,113.26,1
19,133.51,1
11,168.76,1
18,92.93,1
13,64.91,1
2,64.06,1
17,159.51,1
17,104.55,1
18,177.23,1
3,120.79,1
8,60.75,1
5,168.18,1
11,83.45,1
10,73.11,1
13,192.11,1
18,21.04,-1
2,157.1,1
10,117.23,1
10,49.75,1
18,34.28,1
4,39.48,1
13,147.96,1
2,94.74,1
5,97.82,1
19,149.15,1
1,122.71,1
9,116.45,1
13,119.79,1
8,190.46,1
4,120.71,1
19,28.23,-1
11,155.03,1
9,46.34,1
10,106.88,1
8,132.15,1
5,180.67,1
17,114.96,1
6,74.8,1
19,61.9,1
13,81.0,1
15,182.56,1
11,125.21,1
1,104.08,1
11,125.68,1
15,174.91,1
5,89.03,1
8,36.1,1
11,95.22,1
6,123.98,1
11,47.74,1
1,102.28,1
1,149.34,1
3,108.7,1
15,178.48,1
2,179.43,1
13,180.09,1
18,89.4,1
12,128.13,1
5,197.48,1
9,196.63,1
5,29.26,1
16,38.84,1
9,53.04,1
